,State,Year,Month,Population,Unemployment Rate,effective_min_wage,effective_min_2020,State_id
5105,Kansas,1984,1,1791000,5.2,3.35,8.34,17.0
5106,Kentucky,1984,1,2727000,9.6,3.35,8.34,18.0
5107,Louisiana,1984,1,3178000,10.0,3.35,8.34,19.0
5108,Maine,1984,1,860000,6.9,3.35,8.34,20.0
5109,Maryland,1984,1,3267000,5.6,3.35,8.34,21.0
5110,Massachusetts,1984,1,4493000,5.6,3.35,8.34,22.0
5111,Michigan,1984,1,6725000,12.0,3.35,8.34,23.0
5112,Minnesota,1984,1,3096000,6.8,3.35,8.34,24.0
5113,Mississippi,1984,1,1832000,10.8,3.35,8.34,25.0
5114,Missouri,1984,1,3744000,8.6,3.35,8.34,26.0
5115,Montana,1984,1,599000,7.7,3.35,8.34,27.0
5116,Nebraska,1984,1,1177000,4.8,3.35,8.34,28.0
5117,Nevada,1984,1,681000,7.9,3.35,8.34,29.0
5118,New Hampshire,1984,1,729000,4.4,3.35,8.34,30.0
5119,New Jersey,1984,1,5812000,6.8,3.35,8.34,31.0
5120,New Mexico,1984,1,1003000,8.1,3.35,8.34,32.0
5121,New York,1984,1,13593000,7.6,3.35,8.34,33.0
5123,North Carolina,1984,1,4530000,7.3,3.35,8.34,34.0
5124,North Dakota,1984,1,489000,5.3,3.35,8.34,35.0
5125,Ohio,1984,1,8033000,10.3,3.35,8.34,36.0
5126,Oklahoma,1984,1,2426000,6.9,3.35,8.34,37.0
5127,Oregon,1984,1,2016000,9.6,3.35,8.34,38.0
5128,Pennsylvania,1984,1,9188000,9.4,3.35,8.34,39.0
5129,Rhode Island,1984,1,738000,6.4,3.35,8.34,40.0
5130,South Carolina,1984,1,2360000,7.6,3.35,8.34,41.0
5131,South Dakota,1984,1,506000,4.3,3.35,8.34,42.0
5132,Tennessee,1984,1,3523000,9.8,3.35,8.34,43.0
5133,Texas,1984,1,11423000,6.8,3.35,8.34,44.0
5134,Utah,1984,1,1050000,7.3,3.35,8.34,45.0
5135,Vermont,1984,1,394000,5.7,3.35,8.34,46.0
5136,Virginia,1984,1,4121000,5.1,3.35,8.34,47.0
5137,Washington,1984,1,3208000,10.1,3.35,8.34,48.0
5138,West Virginia,1984,1,1470000,14.6,3.35,8.34,49.0
5139,Wisconsin,1984,1,3547000,7.8,3.35,8.34,50.0
5140,Wyoming,1984,1,363000,6.4,3.35,8.34,51.0
5724,Alabama,1985,1,2955000,10.1,3.35,8.05,1.0
5725,Alaska,1985,1,340000,9.6,3.85,9.26,2.0
5726,Arizona,1985,1,2315000,5.7,3.35,8.05,3.0
5727,Arkansas,1985,1,1741000,8.4,3.35,8.05,4.0
5728,California,1985,1,19426000,7.3,3.35,8.05,5.0
5730,Colorado,1985,1,2372000,5.8,3.35,8.05,6.0
5731,Connecticut,1985,1,2461000,4.5,3.37,8.1,7.0
5732,Delaware,1985,1,468000,5.8,3.35,8.05,8.0
5733,District of Columbia,1985,1,483000,8.3,3.35,8.05,9.0
5734,Florida,1985,1,8794000,6.3,3.35,8.05,10.0
5735,Georgia,1985,1,4306000,6.3,3.35,8.05,11.0
5736,Hawaii,1985,1,725000,5.3,3.35,8.05,12.0
5737,Idaho,1985,1,700000,7.4,3.35,8.05,13.0
5738,Illinois,1985,1,8626000,8.8,3.35,8.05,14.0
5739,Indiana,1985,1,4085000,8.1,3.35,8.05,15.0
5740,Iowa,1985,1,2155000,7.3,3.35,8.05,16.0
5741,Kansas,1985,1,1794000,5.0,3.35,8.05,17.0
5742,Kentucky,1985,1,2739000,8.6,3.35,8.05,18.0
5743,Louisiana,1985,1,3192000,11.1,3.35,8.05,19.0
5744,Maine,1985,1,871000,5.7,3.35,8.05,20.0
5745,Maryland,1985,1,3315000,5.0,3.35,8.05,21.0
5746,Massachusetts,1985,1,4524000,4.2,3.35,8.05,22.0
5747,Michigan,1985,1,6768000,10.5,3.35,8.05,23.0
5748,Minnesota,1985,1,3113000,6.0,3.35,8.05,24.0
5749,Mississippi,1985,1,1854000,10.4,3.35,8.05,25.0
5750,Missouri,1985,1,3767000,6.8,3.35,8.05,26.0
5751,Montana,1985,1,603000,7.5,3.35,8.05,27.0
5752,Nebraska,1985,1,1176000,4.6,3.35,8.05,28.0
5753,Nevada,1985,1,708000,7.6,3.35,8.05,29.0
5754,New Hampshire,1985,1,748000,4.2,3.35,8.05,30.0
5755,New Jersey,1985,1,5851000,5.8,3.35,8.05,31.0
5756,New Mexico,1985,1,1019000,8.2,3.35,8.05,32.0
5757,New York,1985,1,13662000,6.8,3.35,8.05,33.0
5759,North Carolina,1985,1,4626000,6.3,3.35,8.05,34.0
5760,North Dakota,1985,1,488000,5.4,3.35,8.05,35.0
5761,Ohio,1985,1,8057000,8.9,3.35,8.05,36.0
5762,Oklahoma,1985,1,2413000,7.1,3.35,8.05,37.0
5763,Oregon,1985,1,2025000,9.2,3.35,8.05,38.0
5764,Pennsylvania,1985,1,9198000,8.3,3.35,8.05,39.0
5765,Rhode Island,1985,1,745000,4.9,3.35,8.05,40.0
5766,South Carolina,1985,1,2405000,6.4,3.35,8.05,41.0
5767,South Dakota,1985,1,507000,4.6,3.35,8.05,42.0
5768,Tennessee,1985,1,3571000,8.0,3.35,8.05,43.0
5769,Texas,1985,1,11651000,6.4,3.35,8.05,44.0
5770,Utah,1985,1,1056000,6.3,3.35,8.05,45.0
5771,Vermont,1985,1,399000,4.5,3.35,8.05,46.0
5772,Virginia,1985,1,4185000,5.3,3.35,8.05,47.0
5773,Washington,1985,1,3242000,8.7,3.35,8.05,48.0
5774,West Virginia,1985,1,1466000,14.2,3.35,8.05,49.0
5775,Wisconsin,1985,1,3564000,7.1,3.35,8.05,50.0
5776,Wyoming,1985,1,360000,6.5,3.35,8.05,51.0
6360,Alabama,1986,1,2986000,9.4,3.35,7.91,1.0
6361,Alaska,1986,1,348000,10.4,3.85,9.09,2.0
6362,Arizona,1986,1,2393000,6.4,3.35,7.91,3.0
6363,Arkansas,1986,1,1755000,8.5,3.35,7.91,4.0
6364,California,1986,1,19875000,6.9,3.35,7.91,5.0
6366,Colorado,1986,1,2402000,6.5,3.35,7.91,6.0
6367,Connecticut,1986,1,2479000,3.9,3.37,7.95,7.0
6368,Delaware,1986,1,476000,4.5,3.35,7.91,8.0
6369,District of Columbia,1986,1,482000,7.2,3.35,7.91,9.0
6370,Florida,1986,1,9048000,5.8,3.35,7.91,10.0
6371,Georgia,1986,1,4410000,5.9,3.35,7.91,11.0
6372,Hawaii,1986,1,738000,5.1,3.35,7.91,12.0
6373,Idaho,1986,1,704000,8.1,3.35,7.91,13.0
6374,Illinois,1986,1,8657000,8.8,3.35,7.91,14.0
6375,Indiana,1986,1,4105000,6.9,3.35,7.91,15.0
6376,Iowa,1986,1,2143000,7.2,3.35,7.91,16.0
6377,Kansas,1986,1,1804000,5.3,3.35,7.91,17.0
6378,Kentucky,1986,1,2754000,9.4,3.35,7.91,18.0
6379,Louisiana,1986,1,3212000,11.8,3.35,7.91,19.0
6380,Maine,1986,1,879000,5.3,3.35,7.91,20.0
6381,Maryland,1986,1,3368000,4.4,3.35,7.91,21.0
6382,Massachusetts,1986,1,4549000,4.0,3.35,7.91,22.0
6383,Michigan,1986,1,6827000,9.0,3.35,7.91,23.0
6384,Minnesota,1986,1,3142000,6.0,3.35,7.91,24.0
6385,Mississippi,1986,1,1868000,10.8,3.35,7.91,25.0
6386,Missouri,1986,1,3799000,6.2,3.35,7.91,26.0
6387,Montana,1986,1,602000,7.9,3.35,7.91,27.0
6388,Nebraska,1986,1,1175000,5.2,3.35,7.91,28.0
6389,Nevada,1986,1,730000,6.8,3.35,7.91,29.0
6390,New Hampshire,1986,1,769000,3.0,3.35,7.91,30.0
6391,New Jersey,1986,1,5910000,5.5,3.35,7.91,31.0
6392,New Mexico,1986,1,1043000,8.7,3.35,7.91,32.0
6393,New York,1986,1,13701000,6.5,3.35,7.91,33.0
6395,North Carolina,1986,1,4704000,5.0,3.35,7.91,34.0
6396,North Dakota,1986,1,486000,5.6,3.35,7.91,35.0
6397,Ohio,1986,1,8088000,8.5,3.35,7.91,36.0
6398,Oklahoma,1986,1,2413000,7.4,3.35,7.91,37.0
6399,Oregon,1986,1,2040000,8.4,3.35,7.91,38.0
6400,Pennsylvania,1986,1,9222000,7.5,3.35,7.91,39.0
6401,Rhode Island,1986,1,751000,3.9,3.35,7.91,40.0
6402,South Carolina,1986,1,2443000,6.8,3.35,7.91,41.0
6403,South Dakota,1986,1,508000,4.8,3.35,7.91,42.0
6404,Tennessee,1986,1,3614000,7.9,3.35,7.91,43.0
6405,Texas,1986,1,11863000,7.6,3.35,7.91,44.0
6406,Utah,1986,1,1071000,5.7,3.35,7.91,45.0
6407,Vermont,1986,1,404000,4.3,3.35,7.91,46.0
6408,Virginia,1986,1,4257000,5.1,3.35,7.91,47.0
6409,Washington,1986,1,3293000,7.8,3.35,7.91,48.0
6410,West Virginia,1986,1,1459000,12.1,3.35,7.91,49.0
6411,Wisconsin,1986,1,3582000,7.0,3.35,7.91,50.0
6412,Wyoming,1986,1,359000,7.8,3.35,7.91,51.0
6996,Alabama,1987,1,3021000,9.2,3.35,7.63,1.0
6997,Alaska,1987,1,348000,10.9,3.85,8.77,2.0
6998,Arizona,1987,1,2473000,7.3,3.35,7.63,3.0
6999,Arkansas,1987,1,1771000,8.5,3.35,7.63,4.0
7000,California,1987,1,20311000,6.4,3.35,7.63,5.0
7002,Colorado,1987,1,2429000,8.4,3.35,7.63,6.0
7003,Connecticut,1987,1,2498000,3.5,3.37,7.67,7.0
7004,Delaware,1987,1,486000,3.2,3.35,7.63,8.0
7005,District of Columbia,1987,1,477000,7.2,3.35,7.63,9.0
7006,Florida,1987,1,9308000,5.7,3.35,7.63,10.0
7007,Georgia,1987,1,4506000,5.7,3.35,7.63,11.0
7008,Hawaii,1987,1,754000,4.0,3.35,7.63,12.0
7009,Idaho,1987,1,710000,8.3,3.35,7.63,13.0
7010,Illinois,1987,1,8714000,7.8,3.35,7.63,14.0
7011,Indiana,1987,1,4141000,6.6,3.35,7.63,15.0
7012,Iowa,1987,1,2138000,6.0,3.35,7.63,16.0
7013,Kansas,1987,1,1825000,5.1,3.35,7.63,17.0
7014,Kentucky,1987,1,2768000,9.1,3.35,7.63,18.0
7015,Louisiana,1987,1,3211000,12.6,3.35,7.63,19.0
7016,Maine,1987,1,891000,4.9,3.35,7.63,20.0
7017,Maryland,1987,1,3423000,4.5,3.35,7.63,21.0
7018,Massachusetts,1987,1,4577000,3.8,3.35,7.63,22.0
7019,Michigan,1987,1,6899000,8.4,3.35,7.63,23.0
7020,Minnesota,1987,1,3182000,5.3,3.35,7.63,24.0
7021,Mississippi,1987,1,1873000,11.2,3.35,7.63,25.0
7022,Missouri,1987,1,3847000,6.5,3.35,7.63,26.0
7023,Montana,1987,1,599000,7.8,3.35,7.63,27.0
7024,Nebraska,1987,1,1181000,4.5,3.35,7.63,28.0
7025,Nevada,1987,1,750000,6.3,3.35,7.63,29.0
7026,New Hampshire,1987,1,793000,2.2,3.35,7.63,30.0
7027,New Jersey,1987,1,5981000,4.2,3.35,7.63,31.0
7028,New Mexico,1987,1,1067000,9.4,3.35,7.63,32.0
7029,New York,1987,1,13743000,5.3,3.35,7.63,33.0
7031,North Carolina,1987,1,4770000,5.1,3.35,7.63,34.0
7032,North Dakota,1987,1,485000,5.2,3.35,7.63,35.0
7033,Ohio,1987,1,8132000,8.0,3.35,7.63,36.0
7034,Oklahoma,1987,1,2413000,7.9,3.35,7.63,37.0
7035,Oregon,1987,1,2071000,6.5,3.35,7.63,38.0
7036,Pennsylvania,1987,1,9273000,6.1,3.35,7.63,39.0
7037,Rhode Island,1987,1,759000,4.1,3.35,7.63,40.0
7038,South Carolina,1987,1,2476000,6.1,3.35,7.63,41.0
7039,South Dakota,1987,1,514000,4.4,3.35,7.63,42.0
7040,Tennessee,1987,1,3656000,7.5,3.35,7.63,43.0
7041,Texas,1987,1,11992000,9.1,3.35,7.63,44.0
7042,Utah,1987,1,1083000,6.7,3.35,7.63,45.0
7043,Vermont,1987,1,410000,4.2,3.35,7.63,46.0
7044,Virginia,1987,1,4351000,4.8,3.35,7.63,47.0
7045,Washington,1987,1,3367000,8.0,3.35,7.63,48.0
7046,West Virginia,1987,1,1453000,11.5,3.35,7.63,49.0
7047,Wisconsin,1987,1,3605000,6.3,3.35,7.63,50.0
7048,Wyoming,1987,1,354000,9.1,3.35,7.63,51.0
7632,Alabama,1988,1,3049000,7.4,3.35,7.32,1.0
7633,Alaska,1988,1,346000,9.2,3.85,8.42,2.0
7634,Arizona,1988,1,2547000,6.3,3.35,7.32,3.0
7635,Arkansas,1988,1,1782000,7.9,3.35,7.32,4.0
7636,California,1988,1,20773000,5.4,3.35,7.32,5.0
7638,Colorado,1988,1,2442000,6.9,3.35,7.32,6.0
7639,Connecticut,1988,1,2513000,2.8,3.75,8.2,7.0
7640,Delaware,1988,1,496000,3.1,3.35,7.32,8.0
7641,District of Columbia,1988,1,470000,5.5,3.5,7.65,9.0
7642,Florida,1988,1,9555000,5.2,3.35,7.32,10.0
7643,Georgia,1988,1,4600000,5.8,3.35,7.32,11.0
7644,Hawaii,1988,1,770000,3.2,3.85,8.42,12.0
7645,Idaho,1988,1,713000,6.8,3.35,7.32,13.0
7646,Illinois,1988,1,8769000,7.1,3.35,7.32,14.0
7647,Indiana,1988,1,4177000,5.3,3.35,7.32,15.0
7648,Iowa,1988,1,2143000,4.9,3.35,7.32,16.0
7649,Kansas,1988,1,1840000,4.5,3.35,7.32,17.0
7650,Kentucky,1988,1,2783000,7.7,3.35,7.32,18.0
7651,Louisiana,1988,1,3181000,11.2,3.35,7.32,19.0
7652,Maine,1988,1,907000,3.7,3.65,7.98,20.0
7653,Maryland,1988,1,3484000,4.3,3.35,7.32,21.0
7654,Massachusetts,1988,1,4602000,3.2,3.65,7.98,22.0
7655,Michigan,1988,1,6955000,8.3,3.35,7.32,23.0
7656,Minnesota,1988,1,3221000,4.5,3.55,7.76,24.0
7657,Mississippi,1988,1,1882000,8.8,3.35,7.32,25.0
7658,Missouri,1988,1,3885000,5.6,3.35,7.32,26.0
7659,Montana,1988,1,597000,7.1,3.35,7.32,27.0
7660,Nebraska,1988,1,1186000,3.7,3.35,7.32,28.0
7661,Nevada,1988,1,783000,5.7,3.35,7.32,29.0
7662,New Hampshire,1988,1,814000,2.3,3.55,7.76,30.0
7663,New Jersey,1988,1,6021000,3.8,3.35,7.32,31.0
7664,New Mexico,1988,1,1079000,8.4,3.35,7.32,32.0
7665,New York,1988,1,13789000,4.3,3.35,7.32,33.0
7667,North Carolina,1988,1,4845000,4.0,3.35,7.32,34.0
7668,North Dakota,1988,1,483000,4.7,3.35,7.32,35.0
7669,Ohio,1988,1,8202000,6.4,3.35,7.32,36.0
7670,Oklahoma,1988,1,2391000,6.6,3.35,7.32,37.0
7671,Oregon,1988,1,2104000,6.0,3.35,7.32,38.0
7672,Pennsylvania,1988,1,9324000,5.4,3.35,7.32,39.0
7673,Rhode Island,1988,1,765000,3.1,3.65,7.98,40.0
7674,South Carolina,1988,1,2516000,5.0,3.35,7.32,41.0
7675,South Dakota,1988,1,517000,4.3,3.35,7.32,42.0
7676,Tennessee,1988,1,3704000,5.8,3.35,7.32,43.0
7677,Texas,1988,1,12044000,7.9,3.35,7.32,44.0
7678,Utah,1988,1,1092000,5.5,3.35,7.32,45.0
7679,Vermont,1988,1,418000,3.1,3.55,7.76,46.0
7680,Virginia,1988,1,4444000,3.8,3.35,7.32,47.0
7681,Washington,1988,1,3441000,6.7,3.35,7.32,48.0
7682,West Virginia,1988,1,1445000,10.4,3.35,7.32,49.0
7683,Wisconsin,1988,1,3635000,4.9,3.35,7.32,50.0
7684,Wyoming,1988,1,347000,6.8,3.35,7.32,51.0
8268,Alabama,1989,1,3066000,7.2,3.35,6.99,1.0
8269,Alaska,1989,1,349000,7.7,3.85,8.03,2.0
8270,Arizona,1989,1,2598000,5.8,3.35,6.99,3.0
8271,Arkansas,1989,1,1788000,7.3,3.35,6.99,4.0
8272,California,1989,1,21238000,5.0,3.35,6.99,5.0
8274,Colorado,1989,1,2454000,5.8,3.35,6.99,6.0
8275,Connecticut,1989,1,2517000,3.0,3.75,7.82,7.0
8276,Delaware,1989,1,506000,3.0,3.35,6.99,8.0
8277,District of Columbia,1989,1,460000,4.7,3.5,7.3,9.0
8278,Florida,1989,1,9785000,5.4,3.35,6.99,10.0
8279,Georgia,1989,1,4671000,5.4,3.35,6.99,11.0
8280,Hawaii,1989,1,783000,2.8,3.85,8.03,12.0
8281,Idaho,1989,1,721000,5.6,3.35,6.99,13.0
8282,Illinois,1989,1,8813000,6.1,3.35,6.99,14.0
8283,Indiana,1989,1,4205000,4.7,3.35,6.99,15.0
8284,Iowa,1989,1,2152000,4.3,3.35,6.99,16.0
8285,Kansas,1989,1,1850000,4.3,3.35,6.99,17.0
8286,Kentucky,1989,1,2793000,6.7,3.35,6.99,18.0
8287,Louisiana,1989,1,3161000,9.6,3.35,6.99,19.0
8288,Maine,1989,1,922000,3.4,3.65,7.61,20.0
8289,Maryland,1989,1,3537000,3.8,3.35,6.99,21.0
8290,Massachusetts,1989,1,4617000,3.5,3.65,7.61,22.0
8291,Michigan,1989,1,6978000,6.8,3.35,6.99,23.0
8292,Minnesota,1989,1,3257000,4.2,3.55,7.41,24.0
8293,Mississippi,1989,1,1890000,8.5,3.35,6.99,25.0
8294,Missouri,1989,1,3905000,5.7,3.35,6.99,26.0
8295,Montana,1989,1,596000,6.0,3.35,6.99,27.0
8296,Nebraska,1989,1,1192000,3.0,3.35,6.99,28.0
8297,Nevada,1989,1,821000,4.7,3.35,6.99,29.0
8298,New Hampshire,1989,1,831000,2.5,3.55,7.41,30.0
8299,New Jersey,1989,1,6034000,3.7,3.35,6.99,31.0
8300,New Mexico,1989,1,1090000,6.7,3.35,6.99,32.0
8301,New York,1989,1,13807000,4.5,3.35,6.99,33.0
8303,North Carolina,1989,1,4909000,3.5,3.35,6.99,34.0
8304,North Dakota,1989,1,480000,4.4,3.35,6.99,35.0
8305,Ohio,1989,1,8250000,5.4,3.35,6.99,36.0
8306,Oklahoma,1989,1,2385000,6.0,3.35,6.99,37.0
8307,Oregon,1989,1,2142000,5.4,3.35,6.99,38.0
8308,Pennsylvania,1989,1,9357000,4.8,3.35,6.99,39.0
8309,Rhode Island,1989,1,769000,3.1,3.65,7.61,40.0
8310,South Carolina,1989,1,2551000,4.3,3.35,6.99,41.0
8311,South Dakota,1989,1,519000,3.9,3.35,6.99,42.0
8312,Tennessee,1989,1,3738000,5.4,3.35,6.99,43.0
8313,Texas,1989,1,12144000,6.9,3.35,6.99,44.0
8314,Utah,1989,1,1103000,4.6,3.35,6.99,45.0
8315,Vermont,1989,1,426000,3.2,3.55,7.41,46.0
8316,Virginia,1989,1,4517000,3.8,3.35,6.99,47.0
8317,Washington,1989,1,3519000,5.9,3.35,6.99,48.0
8318,West Virginia,1989,1,1436000,9.2,3.35,6.99,49.0
8319,Wisconsin,1989,1,3661000,4.1,3.35,6.99,50.0
8320,Wyoming,1989,1,345000,6.2,3.35,6.99,51.0
8904,Alabama,1990,1,3038768,6.7,3.35,6.63,1.0
8905,Alaska,1990,1,373447,7.2,3.85,7.62,2.0
8906,Arizona,1990,1,2760367,5.0,3.35,6.63,3.0
8907,Arkansas,1990,1,1764477,6.7,3.35,6.63,4.0
8908,California,1990,1,22570807,5.2,3.35,6.63,5.0
8910,Colorado,1990,1,2485722,5.2,3.35,6.63,6.0
8911,Connecticut,1990,1,2565499,4.3,3.75,7.42,7.0
8912,Delaware,1990,1,507890,3.5,3.35,6.63,8.0
8913,District of Columbia,1990,1,479027,5.1,3.5,6.93,9.0
8914,Florida,1990,1,10226482,5.8,3.35,6.63,10.0
8915,Georgia,1990,1,4828841,5.2,3.35,6.63,11.0
8916,Hawaii,1990,1,796692,2.6,3.85,7.62,12.0
8917,Idaho,1990,1,723300,5.3,3.35,6.63,13.0
8918,Illinois,1990,1,8626256,6.3,3.35,6.63,14.0
8919,Indiana,1990,1,4124937,5.1,3.35,6.63,15.0
8920,Iowa,1990,1,2077928,4.4,3.35,6.63,16.0
8921,Kansas,1990,1,1816636,4.1,3.35,6.63,17.0
8922,Kentucky,1990,1,2773133,5.8,3.35,6.63,18.0
8923,Louisiana,1990,1,3036885,6.1,3.35,6.63,19.0
8924,Maine,1990,1,932425,4.5,3.65,7.22,20.0
8925,Maryland,1990,1,3682846,3.7,3.35,6.63,21.0
8926,Massachusetts,1990,1,4698654,5.3,3.65,7.22,22.0
8927,Michigan,1990,1,6983323,7.7,3.35,6.63,23.0
8928,Minnesota,1990,1,3252901,4.6,3.55,7.03,24.0
8929,Mississippi,1990,1,1866450,7.5,3.35,6.63,25.0
8930,Missouri,1990,1,3836961,5.6,3.35,6.63,26.0
8931,Montana,1990,1,595182,5.7,3.35,6.63,27.0
8932,Nebraska,1990,1,1154685,2.5,3.35,6.63,28.0
8933,Nevada,1990,1,925103,4.4,3.35,6.63,29.0
8934,New Hampshire,1990,1,841184,4.5,3.55,7.03,30.0
8935,New Jersey,1990,1,6006438,4.5,3.35,6.63,31.0
8936,New Mexico,1990,1,1113854,6.7,3.35,6.63,32.0
8937,New York,1990,1,14020363,5.2,3.35,6.63,33.0
8939,North Carolina,1990,1,5048269,3.5,3.35,6.63,34.0
8940,North Dakota,1990,1,458611,4.2,3.35,6.63,35.0
8941,Ohio,1990,1,8167481,6.0,3.35,6.63,36.0
8942,Oklahoma,1990,1,2344080,5.4,3.35,6.63,37.0
8943,Oregon,1990,1,2183240,5.1,3.35,6.63,38.0
8944,Pennsylvania,1990,1,9160306,5.2,3.35,6.63,39.0
8945,Rhode Island,1990,1,768664,5.4,3.65,7.22,40.0
8946,South Carolina,1990,1,2582219,4.7,3.35,6.63,41.0
8947,South Dakota,1990,1,499520,3.7,3.35,6.63,42.0
8948,Tennessee,1990,1,3732787,5.0,3.35,6.63,43.0
8949,Texas,1990,1,12560553,6.3,3.35,6.63,44.0
8950,Utah,1990,1,1137579,4.5,3.35,6.63,45.0
8951,Vermont,1990,1,425968,4.0,3.55,7.03,46.0
8952,Virginia,1990,1,4627910,3.9,3.35,6.63,47.0
8953,Washington,1990,1,3662087,5.4,3.35,6.63,48.0
8954,West Virginia,1990,1,1388368,8.1,3.35,6.63,49.0
8955,Wisconsin,1990,1,3667541,4.2,3.35,6.63,50.0
8956,Wyoming,1990,1,328885,5.5,3.35,6.63,51.0
9540,Alabama,1991,1,3099427,7.2,3.8,7.22,1.0
9541,Alaska,1991,1,375888,7.6,4.3,8.17,2.0
9542,Arizona,1991,1,2814189,4.9,3.8,7.22,3.0
9543,Arkansas,1991,1,1794353,7.4,3.8,7.22,4.0
9544,California,1991,1,22684190,7.1,4.25,8.07,5.0
9546,Colorado,1991,1,2512708,5.1,3.8,7.22,6.0
9547,Connecticut,1991,1,2575020,5.9,4.25,8.07,7.0
9548,Delaware,1991,1,516989,6.5,3.8,7.22,8.0
9549,District of Columbia,1991,1,484753,7.0,3.8,7.22,9.0
9550,Florida,1991,1,10371618,7.0,3.8,7.22,10.0
9551,Georgia,1991,1,4929141,5.7,3.8,7.22,11.0
9552,Hawaii,1991,1,819705,2.5,3.85,7.31,12.0
9553,Idaho,1991,1,740002,6.4,3.8,7.22,13.0
9554,Illinois,1991,1,8741236,6.5,3.8,7.22,14.0
9555,Indiana,1991,1,4222376,5.8,3.8,7.22,15.0
9556,Iowa,1991,1,2098265,4.8,4.25,8.07,16.0
9557,Kansas,1991,1,1829154,4.7,3.8,7.22,17.0
9558,Kentucky,1991,1,2817647,7.1,3.8,7.22,18.0
9559,Louisiana,1991,1,3092277,7.1,3.8,7.22,19.0
9560,Maine,1991,1,943699,7.7,3.85,7.31,20.0
9561,Maryland,1991,1,3705721,5.7,3.8,7.22,21.0
9562,Massachusetts,1991,1,4708871,8.1,3.8,7.22,22.0
9563,Michigan,1991,1,7049097,8.8,3.8,7.22,23.0
9564,Minnesota,1991,1,3291906,5.1,4.25,8.07,24.0
9565,Mississippi,1991,1,1910325,8.4,3.8,7.22,25.0
9566,Missouri,1991,1,3881560,6.8,3.8,7.22,26.0
9567,Montana,1991,1,598561,7.0,3.8,7.22,27.0
9568,Nebraska,1991,1,1169169,2.5,3.8,7.22,28.0
9569,Nevada,1991,1,970033,5.6,3.8,7.22,29.0
9570,New Hampshire,1991,1,849244,6.3,3.85,7.31,30.0
9571,New Jersey,1991,1,6069317,6.2,3.8,7.22,31.0
9572,New Mexico,1991,1,1128759,7.3,3.8,7.22,32.0
9573,New York,1991,1,14103051,6.4,3.8,7.22,33.0
9575,North Carolina,1991,1,5151332,5.6,3.8,7.22,34.0
9576,North Dakota,1991,1,464936,4.2,3.8,7.22,35.0
9577,Ohio,1991,1,8277082,6.4,3.8,7.22,36.0
9578,Oklahoma,1991,1,2355454,6.1,3.8,7.22,37.0
9579,Oregon,1991,1,2219516,5.8,4.75,9.02,38.0
9580,Pennsylvania,1991,1,9241930,6.5,3.8,7.22,39.0
9581,Rhode Island,1991,1,779347,7.6,4.25,8.07,40.0
9582,South Carolina,1991,1,2642714,5.5,3.8,7.22,41.0
9583,South Dakota,1991,1,503155,3.6,3.8,7.22,42.0
9584,Tennessee,1991,1,3798736,6.2,3.8,7.22,43.0
9585,Texas,1991,1,12705818,6.8,3.8,7.22,44.0
9586,Utah,1991,1,1182829,4.6,3.8,7.22,45.0
9587,Vermont,1991,1,431317,5.7,3.85,7.31,46.0
9588,Virginia,1991,1,4687659,5.5,3.8,7.22,47.0
9589,Washington,1991,1,3718162,5.6,4.25,8.07,48.0
9590,West Virginia,1991,1,1405394,10.0,3.8,7.22,49.0
9591,Wisconsin,1991,1,3698921,5.4,3.8,7.22,50.0
9592,Wyoming,1991,1,331279,5.1,3.8,7.22,51.0
10176,Alabama,1992,1,3134052,7.5,4.25,7.84,1.0
10177,Alaska,1992,1,388784,9.1,4.75,8.76,2.0
10178,Arizona,1992,1,2906595,7.6,4.25,7.84,3.0
10179,Arkansas,1992,1,1814294,7.3,4.25,7.84,4.0
10180,California,1992,1,22934288,8.6,4.25,7.84,5.0
10182,Colorado,1992,1,2582438,5.8,4.25,7.84,6.0
10183,Connecticut,1992,1,2564577,7.2,4.27,7.87,7.0
10184,Delaware,1992,1,524902,5.4,4.25,7.84,8.0
10185,District of Columbia,1992,1,476140,8.4,4.25,7.84,9.0
10186,Florida,1992,1,10602880,8.3,4.25,7.84,10.0
10187,Georgia,1992,1,5035272,5.3,4.25,7.84,11.0
10188,Hawaii,1992,1,834279,3.4,4.25,7.84,12.0
10189,Idaho,1992,1,764003,6.5,4.25,7.84,13.0
10190,Illinois,1992,1,8808223,8.4,4.25,7.84,14.0
10191,Indiana,1992,1,4268185,5.8,4.25,7.84,15.0
10192,Iowa,1992,1,2115203,4.7,4.65,8.57,16.0
10193,Kansas,1992,1,1846295,4.2,4.25,7.84,17.0
10194,Kentucky,1992,1,2842245,7.1,4.25,7.84,18.0
10195,Louisiana,1992,1,3108532,7.5,4.25,7.84,19.0
10196,Maine,1992,1,944421,7.7,4.25,7.84,20.0
10197,Maryland,1992,1,3733617,6.5,4.25,7.84,21.0
10198,Massachusetts,1992,1,4688752,9.0,4.25,7.84,22.0
10199,Michigan,1992,1,7105494,9.5,4.25,7.84,23.0
10200,Minnesota,1992,1,3328126,5.0,4.25,7.84,24.0
10201,Mississippi,1992,1,1922547,8.1,4.25,7.84,25.0
10202,Missouri,1992,1,3907539,6.2,4.25,7.84,26.0
10203,Montana,1992,1,607157,6.9,4.25,7.84,27.0
10204,Nebraska,1992,1,1182094,2.8,4.25,7.84,28.0
10205,Nevada,1992,1,1026140,6.5,4.25,7.84,29.0
